2017-09-01_16:35:23('Task started, migrate_statement=', "SELECT page_title, platform FROM [Karma].[dbo].[KnownPages] where page_title like LOWER('bug%') and platform != 'xWiki'", 'title_like=', 'None')
2017-09-01_16:39:56(('SUCCESS: Page', '"Bug 78631 - VM restore to original VM or vApp fails: The value cannot be null or empty" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '218/1380')
2017-09-01_16:39:57(('SUCCESS: Page', '"Bug 49683 - Searching for appointments by startdate additionally displays recursive appointments in output" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '219/1380')
2017-09-01_16:39:58(('SUCCESS: Page', '"Bug 97648 - Config restore failing with "track changes is invalid object"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '220/1380')
2017-09-01_16:39:59(('SUCCESS: Page', '"Bug 39270 - Restore job fail because volume clone cannot be mounted to ESXi" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '221/1380')
2017-09-01_16:40:00(('SUCCESS: Page', '"Bug 66621 - VM will be added to the backup list by mounted ISO" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '222/1380')
2017-09-01_16:40:00(('SUCCESS: Page', '"Bug 91448 - Periodic active full schedule is set to default (First monday) after upgrade to 9.5" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '223/1380')
2017-09-01_16:40:01(('SUCCESS: Page', '"Bug 102194 - Rescan issues can lead to Direct SAN not being detected" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '224/1380')
2017-09-01_16:40:07(('SUCCESS: Page', '"Bug 43074 - Source Agent tries to open unnecessary connection with Target agent during ConnectByIps" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '225/1380')
2017-09-01_16:40:08(('SUCCESS: Page', '"Bug 104748 - VSS backup fails while parsing Oracle instances without Oracle installed" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '226/1380')
2017-09-01_16:40:25(('SUCCESS: Page', '"Bug 66796 - Full site failover and test failover fail if network extension appliance and backup console are located in different networks." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '227/1380')
2017-09-01_16:40:27(('SUCCESS: Page', '"Bug 92784 - Case sensitive repo path may be assigned to a wrong host on systems that have case-dependent paths." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '228/1380')
2017-09-01_16:40:27(('SUCCESS: Page', '"Bug 39059 - Backup to tape job fails with "Cannot find storage in source backup"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '229/1380')
2017-09-01_16:40:31(('SUCCESS: Page', '"Bug 56245 - Backups and other operations fail after installing ESXi 6.0 U1" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '230/1380')
2017-09-01_16:40:32(('SUCCESS: Page', '"Bug 71723 - Import Tapes fails for Tape libraries incl. Amazon VTL" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '231/1380')
2017-09-01_16:40:33(('SUCCESS: Page', '"Bug 47542 - VDDK cannot be initialized if vCenter Server 6.0 installed on Veeam Backup proxy" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '232/1380')
2017-09-01_16:40:34(('SUCCESS: Page', '"Bug 70211 - Custom SQLPLUS prompts are not supported" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '233/1380')
2017-09-01_16:40:35(('SUCCESS: Page', '"Bug 94255 - VM/vApp restore throws warning the object will be overwritten" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '234/1380')
2017-09-01_16:40:35(('SUCCESS: Page', '"Bug 100222 - Guest helper process reboots DC during backup" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '235/1380')
2017-09-01_16:40:36(('SUCCESS: Page', '"Bug 39715 - Hyper-V parallel processing of VM that has 2 disks from 2 offhost proxies fails with error: Import operation is not initialized." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '236/1380')
2017-09-01_16:40:36(('SUCCESS: Page', '"Bug 40389 - Start-VbrTapeInventory performs cataloging instead of inventory" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '237/1380')
2017-09-01_16:40:37(('SUCCESS: Page', '"Bug 94272 - Portal User can start and stop jobs, but should not" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '238/1380')
2017-09-01_16:40:42(('SUCCESS: Page', '"Bug 41534 - Backup fails with \'out of memory exception\' if VM has MS SQL with FileStreaming option enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '239/1380')
2017-09-01_16:40:43(('SUCCESS: Page', '"Bug 109127 - While adding local folder on remote server as a source to f2t job it is changed to invalid share and is asking for creds" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '240/1380')
2017-09-01_16:40:44(('SUCCESS: Page', '"Bug 42182 - File to Tape Job fails with: The transaction has aborted" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '241/1380')
2017-09-01_16:40:44(('SUCCESS: Page', '"Bug 48290 - Enterprise Manager reports successful restore session when performing one-click restore to original location but restore goes for VM that doesn\'t exist" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '242/1380')
2017-09-01_16:40:45(('SUCCESS: Page', '"Bug 97292 - With NetAppListLunsOnSnapshotByLunInfoForTargetVolume applied each rescan first removes OIBs associated with SS and then adds them back" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '243/1380')
2017-09-01_16:40:46(('SUCCESS: Page', '"Bug 96631 - Remove-VBRRestorePoint does not remove OIBs created by Backup Copy job." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '244/1380')
2017-09-01_16:40:47(('SUCCESS: Page', '"Bug 67845 - Rescan of the host fails with "Source array was not long enough. Check srcIndex and length, and the array\'s lower bounds. "" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '245/1380')
2017-09-01_16:40:48(('SUCCESS: Page', '"Bug 91047 - Storage capacity shown is less than specified quota if it is empty" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '246/1380')
2017-09-01_16:40:49(('SUCCESS: Page', '"Bug 39703 - Backup of disks with names differing only in capitalization fails with "The specified item was already backed up or backup was not completed"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '247/1380')
2017-09-01_16:40:49(('SUCCESS: Page', '"Bug 74514 - "Download" from EM fails if system disk is excluded in backup" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '248/1380')
2017-09-01_16:40:50(('SUCCESS: Page', '"Bug 96003 - VEX closes/shutdowns with "An unexpected error has occurred"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '249/1380')
2017-09-01_16:40:50(('SUCCESS: Page', '"Bug 41129 - Can\'t select a folder in Enterprise Manager / Files / Search / Advanced search" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '250/1380')
2017-09-01_16:40:51(('SUCCESS: Page', '"Bug 92069 - Direct san restore fails with VDDK 1600 for some disks when using multiple Veeam proxies" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '251/1380')
2017-09-01_16:40:52(('SUCCESS: Page', '"Bug 72678 - The job will be failed if can\'t connect to the parent host which is the first in the list of parent hosts added to backup job" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '252/1380')
2017-09-01_16:40:53(('SUCCESS: Page', '"Bug 94909 - Backup job from target SnapMirror (use as data sorce) by NFS fails if overlaps with native NetApp SnapMirror update running by schedule" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '253/1380')
2017-09-01_16:40:54(('SUCCESS: Page', '"Bug 51218 - BoSS job failing with "Snapshot operation not allowed due to clones backed by snapshots. Try again after sometime"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '254/1380')
2017-09-01_16:40:54(('SUCCESS: Page', '"Bug 78392 - VESQL/VEX restore strated from EM does not send email notification" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '255/1380')
2017-09-01_16:40:56(('SUCCESS: Page', '"Bug 71236 - Search doesn\'t work in Backups Disk view" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '256/1380')
2017-09-01_16:40:58(('SUCCESS: Page', '"Bug 77477 - SQL and Oracle log backup fails with "Failed to call RPC function \'CreateSessionTicket\'"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '257/1380')
2017-09-01_16:40:59(('SUCCESS: Page', '"Bug 91123 - For guests 2008R2-2012R2 on Hyper-V 2016 we don\'t receive BackupFinish event" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '258/1380')
2017-09-01_16:41:00(('SUCCESS: Page', '"Bug 32822 - Impossible to deploy virtual lab with more than 3 network interfaces" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '259/1380')
2017-09-01_16:41:00(('SUCCESS: Page', '"Bug 104185 - Browsing FIPS Linux fails with: Unexpected XML declaration" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '260/1380')
2017-09-01_16:41:01(('SUCCESS: Page', '"Bug 42974 - Adding VMs by tags doesn\'t work when VCs are in linked mode" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '261/1380')
2017-09-01_16:41:02(('SUCCESS: Page', '"Bug 51019 - SureBackup fails with ping test disabled \'No destination network for IP address\'" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '262/1380')
2017-09-01_16:41:03(('SUCCESS: Page', '"Bug 103493 - Can\'t use restore full VM wizard started from toolbar to restore Fault Tolerance VM" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '263/1380')
2017-09-01_16:41:04(('SUCCESS: Page', '"Bug 45296 - 7.0 to 8.0 upgrade or configuration restore fails with "Failed to execute SQL scripts for database" when SQL user language is not English" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '264/1380')
2017-09-01_16:41:05(('SUCCESS: Page', '"Bug 43375 - The backup can be failed with "x.vmdk was not found" after the x.vmdk being processed if the descriptor name of this vmdk doesn\'t coincide with the name of flat.vmdk" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '265/1380')
2017-09-01_16:41:06(('SUCCESS: Page', '"Bug 67194 - Veeam B%26R server can\'t process VM from IR session to production in hotadd" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '266/1380')
2017-09-01_16:41:06(('SUCCESS: Page', '"Bug 107322 - plugin cannot be deployed on vCenter 6.0" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '267/1380')
2017-09-01_16:41:07(('SUCCESS: Page', '"Bug 46408 - Disk was never backed up because of two slashes // in disk path and we didn\'t show any errors/warning in GUI: RTS File vhd shouldn\'t be backed up" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '268/1380')
2017-09-01_16:41:08(('SUCCESS: Page', '"Bug 53158 - We show warning, if logs shipping works after retry in the same interval" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '269/1380')
2017-09-01_16:41:09(('SUCCESS: Page', '"Bug 94084 - When peer persistence is enabled on 3PAR we check LUNs many times" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '270/1380')
2017-09-01_16:41:10(('SUCCESS: Page', '"Bug - 40785 Proxy rescan and backup jobs using san mode fail with "Disk \'GUID\' not found"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '271/1380')
2017-09-01_16:41:11(('SUCCESS: Page', '"Bug 108415 - "No network extension appliance for already established VPN connection can be found" if we start more than 1 vm in partial failover simultaneously" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '272/1380')
2017-09-01_16:41:12(('SUCCESS: Page', '"Bug 44280 - Direct restore to original mailbox fails with errors "(407) Proxy Authentication Required" in the logs" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '273/1380')
2017-09-01_16:41:12(('SUCCESS: Page', '"Bug 68064 - Variable "notTransferFileList" is not declared in .mib file" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '274/1380')
2017-09-01_16:41:14(('SUCCESS: Page', '"Bug 79016 - Backup/replica job does not delete VM Override rules for DRS-enabled cluster" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '275/1380')
2017-09-01_16:41:16(('SUCCESS: Page', '"Bug 64621 - When copying files with special characters from Linux to Linux we might rename or override them" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '276/1380')
2017-09-01_16:41:17(('SUCCESS: Page', '"Bug 85192 - Backup Job with \'VSS exclude files\' fails with Agent crash 0xc0000374" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '277/1380')
2017-09-01_16:41:18(('SUCCESS: Page', '"Bug 94096 - Http Exception Timeout Request in EM while trying to browse guest files of a huge VM" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '278/1380')
2017-09-01_16:41:19(('SUCCESS: Page', '"Bug 40784 - "Use custom notification setting" in a job doesn\'t properly override the global e-mail notification settings" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '279/1380')
2017-09-01_16:41:20(('SUCCESS: Page', '"Bug 68322 - Veeam Console crashes on attempting WinFLR, Other OS, VE*" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '280/1380')
2017-09-01_16:41:21(('SUCCESS: Page', '"Bug 43847 - GUI displays wrong capacity and free space for multiple repos residing on the same linux server" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '281/1380')
2017-09-01_16:41:21(('SUCCESS: Page', '"Bug 88787 - VBO365 backup job fails: Object reference not set to an instance of an object" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '282/1380')
2017-09-01_16:41:22(('SUCCESS: Page', '"Bug 70520 - Backup validation fails with "Object reference not set to an instance of an object" if backup is located on linux repo" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '283/1380')
2017-09-01_16:41:23(('SUCCESS: Page', '"Bug 67035 - Backups to Cloud fail with "Failed to obtain storage quota"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '284/1380')
2017-09-01_16:41:24(('SUCCESS: Page', '"Bug 73156 - Hot-add issues if proxy VM and its replica are on the same ESXi host" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '285/1380')
2017-09-01_16:41:25(('SUCCESS: Page', '"Bug 69107 - Veeam shell hangs when there are lots of backups" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '286/1380')
2017-09-01_16:41:26(('SUCCESS: Page', '"Bug 40344 - Failover for the legacy replica fail if the VM has more cores then the target host" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '287/1380')
2017-09-01_16:41:27(('SUCCESS: Page', '"Bug 43692 - Testing guest credentials for Linux VMs fails with "mlocate was not found" even if Indexing is disabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '288/1380')
2017-09-01_16:41:27(('SUCCESS: Page', '"Bug 58039 - Hot-Add retries take long time" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '289/1380')
2017-09-01_16:41:29(('SUCCESS: Page', '"Bug 67525 - Maximum number of opened connections cannot exceed N during transform operation on DataDomain storage" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '290/1380')
2017-09-01_16:41:30(('SUCCESS: Page', '"Bug 40253 - If you mark a job and scroll down to the bottom of the job list you will get back to the marked job" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '291/1380')
2017-09-01_16:41:31(('SUCCESS: Page', '"Bug 26867 - Backup from storage snapshots get unrestorable when virtual disks are named the same and when disks\' order is changed" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '292/1380')
2017-09-01_16:41:31(('SUCCESS: Page', '"Bug 82405 - Starting from v9 U2, SureBackup report contains character "Â"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '293/1380')
2017-09-01_16:41:33(('SUCCESS: Page', '"Bug 56065 - file to tape job fails with: Not a valid Win32 FileTime" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '294/1380')
2017-09-01_16:41:33(('SUCCESS: Page', '"Bug 93741 - Feature request: handle failback failure" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '295/1380')
2017-09-01_16:41:34(('SUCCESS: Page', '"Bug 67827 - vCloud job fails with "The process can not access the file because it is being used by another process"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '296/1380')
2017-09-01_16:41:35(('SUCCESS: Page', '"Bug 55075 - VeeamGuestIndexer crashes while trying to index folder having itself as the parent" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '297/1380')
2017-09-01_16:41:35(('SUCCESS: Page', '"Bug 66896 - Thin disk will be restored as thick when using "as an original VM" option" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '298/1380')
2017-09-01_16:41:36(('SUCCESS: Page', '"Bug 103313 - Evacuation to ReFS 3.0 may be slow, may hang or may fail with "semaphore timeout has expired" during integrity streams enablement" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '299/1380')
2017-09-01_16:41:37(('SUCCESS: Page', '"Bug 42929 - Multiple SQL logs backup jobs cause Veeam DB overload" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '300/1380')
2017-09-01_16:41:38(('SUCCESS: Page', '"Bug 43040 - Backup fails if System cryptography policy is enabled on Veeam Server with "This implementation is not part of the Windows Platform FIPS validated cryptographic algorithms"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '301/1380')
2017-09-01_16:41:39(('SUCCESS: Page', '"Bug 40686 - Job fail with error "snapshot is in use" and doesn\'t remove snapshot on the next run" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '302/1380')
2017-09-01_16:41:40(('SUCCESS: Page', '"Bug 105878 - Excessive Veeam.Backup.Manager memory usage for SQL log shipping jobs with per-VM enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '303/1380')
2017-09-01_16:41:40(('SUCCESS: Page', '"Bug 70321 - SQL log backup job takes/consumes SOBR tasks/slots" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '304/1380')
2017-09-01_16:41:41(('SUCCESS: Page', '"Bug 76301 - Slow update of GUI information on large db with many backups/sessions" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '305/1380')
2017-09-01_16:41:42(('SUCCESS: Page', '"Bug 105885 - Win32 epoch for Appointments in Exchange 2016 CU5" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '306/1380')
2017-09-01_16:41:43(('SUCCESS: Page', '"Bug 78048 - SQL tables from non-default schema having keys can not be restored if original table still is there" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '307/1380')
2017-09-01_16:41:46(('SUCCESS: Page', '"Bug 39801 - Synthetic operations over DD Boost are not going really faster than over legacy protocols" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '308/1380')
2017-09-01_16:41:47(('SUCCESS: Page', '"Bug 104602 - Indexing periodically fails with VSSControl: Index failed" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '309/1380')
2017-09-01_16:41:47(('SUCCESS: Page', '"Bug 93266 - New-VBRBackupToTapeScheduleOptions cmdlet doesn\'t work properly with "AfterJob" option" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '310/1380')
2017-09-01_16:41:48(('SUCCESS: Page', '"Bug 70871 - Tape service crashes if any other application is listening on 6166 port" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '311/1380')
2017-09-01_16:41:49(('SUCCESS: Page', '"Bug 81931 - VeeamBackup Service might crash when saving meta file if Endpoint jobs run" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '312/1380')
2017-09-01_16:41:50(('SUCCESS: Page', '"Bug 68026 - No way to disable Oracle processing when AAIP is enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '313/1380')
2017-09-01_16:41:52(('SUCCESS: Page', '"Bug 85052 - VEOR fails with Unable to restore database with all parameters from parameter file. Control file not found" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '314/1380')
2017-09-01_16:41:53(('SUCCESS: Page', '"Bug 41072 - OtherOS FLR CopyTo option restores relative symlinks incorrectly" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '315/1380')
2017-09-01_16:41:54(('SUCCESS: Page', '"Bug 72208 - Exchange log truncation on HV fails, VSS writers inside virtual machine \'Server\' failed to perform BackupComplete to its shadow copy in VMMS Admin." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '316/1380')
2017-09-01_16:41:55(('SUCCESS: Page', '"Bug 70385 - Correct VM storage profile is not restored when restoring the VM to the original locaiton" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '317/1380')
2017-09-01_16:41:56(('SUCCESS: Page', '"Bug 46987 - Searching by startdate "today" shows incorrect items" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '318/1380')
2017-09-01_16:41:57(('SUCCESS: Page', '"Bug 93794 - Windows Server 2016 guest processing fails with "IPv4 addresses are not specified for VM"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '319/1380')
2017-09-01_16:42:00(('SUCCESS: Page', '"Bug 73769 - Windows FLR hangs before file explorer is shown" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '320/1380')
2017-09-01_16:42:01(('SUCCESS: Page', '"Bug 112396 - VAW cache consumes Cloud Backup counters in CC license" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '321/1380')
2017-09-01_16:42:01(('SUCCESS: Page', '"Bug 75281 - Healthcheck on rotated media fails with "File does not exist"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '322/1380')
2017-09-01_16:42:03(('SUCCESS: Page', '"Bug 90729 - We cannot find storage snapshot on 3PAR because it takes some time" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '323/1380')
2017-09-01_16:42:04(('SUCCESS: Page', '"Bug 51161 - Cannot remap replica to DVS portgroup with no free ports even if elastic port allocation is enabled" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '324/1380')
2017-09-01_16:42:05(('SUCCESS: Page', '"Bug 43620 - Encrypted Backup Job intermittently fails with: "Index was outside the bounds of the array."" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '325/1380')
2017-09-01_16:42:05(('SUCCESS: Page', '"Bug 107142 - During calculating digests Veeam Manager consumes all memory and hangs" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '326/1380')
2017-09-01_16:42:07(('SUCCESS: Page', '"Bug 74213 - Storage snapshot only jobs run an additional day if synthetic full was enabled before changing the repository to NetApp" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '327/1380')
2017-09-01_16:42:10(('SUCCESS: Page', '"Bug 41719 - Backup fails with Collection was modified; enumeration operation may not execute" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '328/1380')
2017-09-01_16:42:11(('SUCCESS: Page', '"Bug 67700 - Replicas don\'t disappear from GUI after deletion" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '329/1380')
2017-09-01_16:42:11(('SUCCESS: Page', '"Bug 66884 - During initial Cloud replica run tenant ignores hardware plan datastore limitations." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '330/1380')
2017-09-01_16:42:15(('SUCCESS: Page', '"Bug 46115 - Fix for slow overbuildIncrement" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '331/1380')
2017-09-01_16:42:19(('SUCCESS: Page', '"Bug 43311 - Encrypted BackupCopy Job to a Cloud Connect repo constantly fails with: Keyset with ID not found. There is no FIB." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '332/1380')
2017-09-01_16:42:20(('SUCCESS: Page', '"Bug 41049 - NetApp restore from non-default vFiler fails if ndmpcopy used" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '333/1380')
2017-09-01_16:42:21(('SUCCESS: Page', '"Bug 70270 - Backup Copy with Per-VM merge fails with "There is an item with the specified name and another type"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '334/1380')
2017-09-01_16:42:22(('SUCCESS: Page', '"Bug 39790 - VESQL restore space check" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '335/1380')
2017-09-01_16:42:23(('SUCCESS: Page', '"Bug 40570 - Backup copy job does not exclude IR and Virtual Lab VMs in case container is added to the job" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '336/1380')
2017-09-01_16:42:24(('SUCCESS: Page', '"Bug 75763 - The type of session (full/incremental) is defined after "building vm list" instead of defining right after the start of the job" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '337/1380')
2017-09-01_16:42:24(('SUCCESS: Page', '"Bug 87106 - vFRC is not allocated even if VM has enough resources" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '338/1380')
2017-09-01_16:42:25(('SUCCESS: Page', '"Bug 38651 - Veeam doesn\'t clean up temporary datastore in vSphere after restore from NetApp storage snapshot" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '339/1380')
2017-09-01_16:42:26(('SUCCESS: Page', '"Bug 92161 - We do not collect ipconfig in case of replica from SS" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '340/1380')
2017-09-01_16:42:26(('SUCCESS: Page', '"Bug 106215 - Incorrect OIB search when several source jobs woth the VM are linked to a backup copy job" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '341/1380')
2017-09-01_16:42:27(('SUCCESS: Page', '"Bug 72407 - Slow WinFLR "restore to original" even if the target vm has Veeam console installed" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '342/1380')
2017-09-01_16:42:28(('SUCCESS: Page', '"Bug 55218 - If the VM is removed from vApp on any run, after the merge of this point the property of backup will be unavailable - Error: Failed to compare two elements in the array" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '343/1380')
2017-09-01_16:42:45(('SUCCESS: Page', '"Bug 73576 - Full failover could fail if router on CP side has rule to drop packets addressed to local network." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '344/1380')
2017-09-01_16:42:46(('SUCCESS: Page', '"Bug 98287 - The status of Other OS FLR is success, but File is not restored to original location" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '345/1380')
2017-09-01_16:42:46(('SUCCESS: Page', '"Bug 99158 - Data collection fails with arithmetic overflow error" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '346/1380')
2017-09-01_16:42:48(('SUCCESS: Page', '"Bug 43649 - Registry key for changing SQL log backup location (SqlTempLogPath) may not work with some combinations of Windows/SQL Server versions." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '347/1380')
2017-09-01_16:42:48(('SUCCESS: Page', '"Bug 75774 - If you \'Reset\' a cloud tenant, the number of VMs backed up by this tenant does not change for REST API" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '348/1380')
2017-09-01_16:42:50(('SUCCESS: Page', '"Bug 39661 - VEAD restore fails with This implementation is not part of the Windows Platform FIPS validated cryptographic algorithms." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '349/1380')
2017-09-01_16:42:51(('SUCCESS: Page', '"Bug 66936 - Veeam creates auxiliary storage snapshot to backup from secondary mode storage system" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '350/1380')
2017-09-01_16:42:52(('SUCCESS: Page', '"Bug 52195 - Planned Failover for a VM replicated from a vApp fails with "Unable to power off replica VM"" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '351/1380')
2017-09-01_16:42:53(('SUCCESS: Page', '"Bug 39518 - Legacy replica chain with non-default block size gets corrupted after Power / Cluster failures." from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '352/1380')
2017-09-01_16:42:54(('SUCCESS: Page', '"Bug 24213 - Restore Entire VM wizard showing "Unable to get disk information" warning for a disk" from platform', 'MediaWIKI', 'is migrated'), 'migrated in total:', '353/1380')
